FirstLetter,SecondLetter,practiceLoop.thisRepN,practiceLoop.thisTrialN,practiceLoop.thisN,practiceLoop.thisIndex,introScreen.started,introScreen.stopped,responseIndicator1.started,responseIndicator1.stopped,mouse_1.started,mouse_1.stopped,instr_1.started,instr_1.stopped,continue_2.started,continue_2.stopped,mouse_2.started,mouse_2.stopped,instr_2.started,instr_2.stopped,continue_3.started,continue_3.stopped,mouse_3.started,mouse_3.stopped,instr_3.started,instr_3.stopped,continue_4.started,continue_4.stopped,mouse_4.started,mouse_4.stopped,letterAppear.started,letterAppear.stopped,letterAppear_2.started,letterAppear_2.stopped,mouseClear.x,mouseClear.y,mouseClear.leftButton,mouseClear.midButton,mouseClear.rightButton,mouseClear.started,mouseClear.stopped,mouseExit.x,mouseExit.y,mouseExit.leftButton,mouseExit.midButton,mouseExit.rightButton,mouseExit.time,mouseExit.clicked_name,mouseExit.started,mouseExit.stopped,mouse1.x,mouse1.y,mouse1.leftButton,mouse1.midButton,mouse1.rightButton,mouse1.time,mouse1.clicked_name,mouse1.started,mouse1.stopped,blankButton.started,blankButton.stopped,gatherResponseText.started,gatherResponseText.stopped,Fbutton.started,Fbutton.stopped,F_text.started,F_text.stopped,Pbutton.started,Pbutton.stopped,Qbutton.started,Qbutton.stopped,Jbutton.started,Jbutton.stopped,Hbutton.started,Hbutton.stopped,Kbutton.started,Kbutton.stopped,Tbutton.started,Tbutton.stopped,Sbutton.started,Sbutton.stopped,Nbutton.started,Nbutton.stopped,Rbutton.started,Rbutton.stopped,Ybutton.started,Ybutton.stopped,Lbutton.started,Lbutton.stopped,clearButton.started,clearButton.stopped,exitButton.started,exitButton.stopped,exitText.started,exitText.stopped,clearText.started,clearText.stopped,P_text.started,P_text.stopped,Q_text.started,Q_text.stopped,J_text.started,J_text.stopped,H_text.started,H_text.stopped,K_text.started,K_text.stopped,T_text.started,T_text.stopped,S_text.started,S_text.stopped,N_text.started,N_text.stopped,R_text.started,R_text.stopped,Y_text.started,Y_text.stopped,L_text.started,L_text.stopped,blankText.started,blankText.stopped,answer1.started,answer1.stopped,answer2.started,answer2.stopped,mouseBlank.x,mouseBlank.y,mouseBlank.leftButton,mouseBlank.midButton,mouseBlank.rightButton,mouseBlank.started,mouseBlank.stopped,participant,session,age,sex,date,expName,psychopyVersion,frameRate,
,,,,,,6.3360802000024705,None,6.3360802000024705,None,0.009534608587273397,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_30_1841,RSpan,2020.2.4,60.027802957789014,
,,,,,,,,,,,,6.56972161300655,None,6.56972161300655,None,0.012761200399836525,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_30_1841,RSpan,2020.2.4,60.027802957789014,
,,,,,,,,,,,,,,,,,,6.769058087003941,None,6.769058087003941,None,0.014280242394306697,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_30_1841,RSpan,2020.2.4,60.027802957789014,
,,,,,,,,,,,,,,,,,,,,,,,,7.002159385003324,None,7.002159385003324,None,0.015481386391911656,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_30_1841,RSpan,2020.2.4,60.027802957789014,
1,None,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,7.4232963750037015,8.423399776002043,8.389998888000264,None,-0.4088888888888889,-0.40444444444444444,1,0,0,None,None,-0.4088888888888889,-0.40444444444444444,1,0,0,0.7885030990000814,exitButton,0.013039892401138786,None,[],[],[],[],[],[],[],0.013039892401138786,None,9.406268121005269,None,9.406268121005269,None,9.406268121005269,None,9.406268121005269,None,9.406268121005269,None,9.406268121005269,None,9.406268121005269,None,9.406268121005269,None,9.406268121005269,None,9.406268121005269,None,9.406268121005269,None,9.406268121005269,None,9.406268121005269,None,9.406268121005269,None,9.406268121005269,None,9.406268121005269,None,9.406268121005269,None,9.406268121005269,None,9.406268121005269,None,9.406268121005269,None,9.406268121005269,None,9.406268121005269,None,9.406268121005269,None,9.406268121005269,None,9.406268121005269,None,9.406268121005269,None,9.406268121005269,None,9.406268121005269,None,9.406268121005269,None,9.406268121005269,None,9.406268121005269,None,9.406268121005269,None,9.406268121005269,None,-0.4088888888888889,-0.40444444444444444,1,0,0,0.013039892401138786,None,,001,,,2021_Aug_30_1841,RSpan,2020.2.4,60.027802957789014,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.188936401005776,11.190015062005841,11.156646919000195,None,-0.38555555555555554,-0.3788888888888889,1,0,0,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
