FirstLetter,SecondLetter,practiceLoop.thisRepN,practiceLoop.thisTrialN,practiceLoop.thisN,practiceLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ID,sentence,CorrectResp,introScreen.started,introScreen.stopped,responseIndicator1.started,responseIndicator1.stopped,mouse_1.started,mouse_1.stopped,instr_1.started,instr_1.stopped,continue_2.started,continue_2.stopped,mouse_2.started,mouse_2.stopped,instr_2.started,instr_2.stopped,continue_3.started,continue_3.stopped,mouse_3.started,mouse_3.stopped,instr_3.started,instr_3.stopped,continue_4.started,continue_4.stopped,mouse_4.started,mouse_4.stopped,letterAppear.started,letterAppear.stopped,letterAppear_2.started,letterAppear_2.stopped,mouseClear.x,mouseClear.y,mouseClear.leftButton,mouseClear.midButton,mouseClear.rightButton,mouseClear.started,mouseClear.stopped,correct,routineTime,mouseExit.x,mouseExit.y,mouseExit.leftButton,mouseExit.midButton,mouseExit.rightButton,mouseExit.time,mouseExit.clicked_name,mouseExit.started,mouseExit.stopped,mouse1.x,mouse1.y,mouse1.leftButton,mouse1.midButton,mouse1.rightButton,mouse1.time,mouse1.clicked_name,mouse1.started,mouse1.stopped,blankButton.started,blankButton.stopped,gatherResponseText.started,gatherResponseText.stopped,Fbutton.started,Fbutton.stopped,F_text.started,F_text.stopped,Pbutton.started,Pbutton.stopped,Qbutton.started,Qbutton.stopped,Jbutton.started,Jbutton.stopped,Hbutton.started,Hbutton.stopped,Kbutton.started,Kbutton.stopped,Tbutton.started,Tbutton.stopped,Sbutton.started,Sbutton.stopped,Nbutton.started,Nbutton.stopped,Rbutton.started,Rbutton.stopped,Ybutton.started,Ybutton.stopped,Lbutton.started,Lbutton.stopped,clearButton.started,clearButton.stopped,exitButton.started,exitButton.stopped,exitText.started,exitText.stopped,clearText.started,clearText.stopped,P_text.started,P_text.stopped,Q_text.started,Q_text.stopped,J_text.started,J_text.stopped,H_text.started,H_text.stopped,K_text.started,K_text.stopped,T_text.started,T_text.stopped,S_text.started,S_text.stopped,N_text.started,N_text.stopped,R_text.started,R_text.stopped,Y_text.started,Y_text.stopped,L_text.started,L_text.stopped,blankText.started,blankText.stopped,answer1.started,answer1.stopped,answer2.started,answer2.stopped,mouseBlank.x,mouseBlank.y,mouseBlank.leftButton,mouseBlank.midButton,mouseBlank.rightButton,mouseBlank.started,mouseBlank.stopped,instr_4.started,instr_4.stopped,continue_5.started,continue_5.stopped,mouse_5.started,mouse_5.stopped,instr_5.started,instr_5.stopped,continue_6.started,continue_6.stopped,mouse_6.started,mouse_6.stopped,instr_6.started,instr_6.stopped,continue_7.started,continue_7.stopped,mouse_7.started,mouse_7.stopped,sentenceText.started,sentenceText.stopped,continue_12.started,continue_12.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,mouse.stopped,participant,session,age,sex,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,4.589544888003729,None,4.589544888003729,None,0.014325820549856871,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_28_1547,RSpan,2020.2.4,60.36233724509169,
,,,,,,,,,,,,,,,,,,,4.756124409963377,None,4.756124409963377,None,0.012783388141542673,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_28_1547,RSpan,2020.2.4,60.36233724509169,
,,,,,,,,,,,,,,,,,,,,,,,,,4.973149702011142,None,4.973149702011142,None,0.014276429079473019,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_28_1547,RSpan,2020.2.4,60.36233724509169,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.156294197018724,None,5.156294197018724,None,0.014472872135229409,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_28_1547,RSpan,2020.2.4,60.36233724509169,
1,None,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.507213727978524,6.52287141996203,6.489433551963884,None,-0.3522222222222222,-0.37555555555555553,1,0,0,None,None,0,1.0639616770204157,-0.3522222222222222,-0.37555555555555553,1,0,0,1.0539203729713336,exitButton,0.014427288086153567,None,[],[],[],[],[],[],[],0.014427288086153567,None,7.528245039982721,None,7.528245039982721,None,7.528245039982721,None,7.528245039982721,None,7.528245039982721,None,7.528245039982721,None,7.528245039982721,None,7.528245039982721,None,7.528245039982721,None,7.528245039982721,None,7.528245039982721,None,7.528245039982721,None,7.528245039982721,None,7.528245039982721,None,7.528245039982721,None,7.528245039982721,None,7.528245039982721,None,7.528245039982721,None,7.528245039982721,None,7.528245039982721,None,7.528245039982721,None,7.528245039982721,None,7.528245039982721,None,7.528245039982721,None,7.528245039982721,None,7.528245039982721,None,7.528245039982721,None,7.528245039982721,None,7.528245039982721,None,7.528245039982721,None,7.528245039982721,None,7.528245039982721,None,7.528245039982721,None,-0.3522222222222222,-0.37555555555555553,1,0,0,0.014427288086153567,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_28_1547,RSpan,2020.2.4,60.36233724509169,
2,None,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.577648845966905,9.577895866998006,9.544568946992513,None,-0.3522222222222222,-0.37555555555555553,1,0,0,None,None,0,0.28156943002250046,-0.3522222222222222,-0.37555555555555553,1,0,0,0.2718199429800734,exitButton,0.014811116096097976,None,[],[],[],[],[],[],[],0.014811116096097976,None,10.561335027974565,None,10.561335027974565,None,10.561335027974565,None,10.561335027974565,None,10.561335027974565,None,10.561335027974565,None,10.561335027974565,None,10.561335027974565,None,10.561335027974565,None,10.561335027974565,None,10.561335027974565,None,10.561335027974565,None,10.561335027974565,None,10.561335027974565,None,10.561335027974565,None,10.561335027974565,None,10.561335027974565,None,10.561335027974565,None,10.561335027974565,None,10.561335027974565,None,10.561335027974565,None,10.561335027974565,None,10.561335027974565,None,10.561335027974565,None,10.561335027974565,None,10.561335027974565,None,10.561335027974565,None,10.561335027974565,None,10.561335027974565,None,10.561335027974565,None,10.561335027974565,None,10.561335027974565,None,10.561335027974565,None,-0.3522222222222222,-0.37555555555555553,1,0,0,0.014811116096097976,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_28_1547,RSpan,2020.2.4,60.36233724509169,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.844554192968644,None,10.844554192968644,None,0.009783033281564713,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_28_1547,RSpan,2020.2.4,60.36233724509169,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.361965533986222,None,11.361965533986222,None,0.013127764104865491,None,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_28_1547,RSpan,2020.2.4,60.36233724509169,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.561161017976701,None,11.561161017976701,None,0.014231803070288152,None,,,,,,,,,,,,,,001,,,2021_Aug_28_1547,RSpan,2020.2.4,60.36233724509169,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.994946707971394,None,11.994946707971394,None,-0.2544444444444444,-0.18,1,0,0,0.47794018301647156,0.008511879306752235,None,,,,,,,,,
