FirstLetter,SecondLetter,practiceLoop.thisRepN,practiceLoop.thisTrialN,practiceLoop.thisN,practiceLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ID,sentence,CorrectResp,introScreen.started,introScreen.stopped,responseIndicator1.started,responseIndicator1.stopped,mouse_1.started,mouse_1.stopped,instr_1.started,instr_1.stopped,continue_2.started,continue_2.stopped,mouse_2.started,mouse_2.stopped,instr_2.started,instr_2.stopped,continue_3.started,continue_3.stopped,mouse_3.started,mouse_3.stopped,instr_3.started,instr_3.stopped,continue_4.started,continue_4.stopped,mouse_4.started,mouse_4.stopped,letterAppear.started,letterAppear.stopped,letterAppear_2.started,letterAppear_2.stopped,mouseClear.x,mouseClear.y,mouseClear.leftButton,mouseClear.midButton,mouseClear.rightButton,mouseClear.started,mouseClear.stopped,correct,routineTime,mouseExit.x,mouseExit.y,mouseExit.leftButton,mouseExit.midButton,mouseExit.rightButton,mouseExit.time,mouseExit.clicked_name,mouseExit.started,mouseExit.stopped,mouse1.x,mouse1.y,mouse1.leftButton,mouse1.midButton,mouse1.rightButton,mouse1.time,mouse1.clicked_name,mouse1.started,mouse1.stopped,blankButton.started,blankButton.stopped,gatherResponseText.started,gatherResponseText.stopped,Fbutton.started,Fbutton.stopped,F_text.started,F_text.stopped,Pbutton.started,Pbutton.stopped,Qbutton.started,Qbutton.stopped,Jbutton.started,Jbutton.stopped,Hbutton.started,Hbutton.stopped,Kbutton.started,Kbutton.stopped,Tbutton.started,Tbutton.stopped,Sbutton.started,Sbutton.stopped,Nbutton.started,Nbutton.stopped,Rbutton.started,Rbutton.stopped,Ybutton.started,Ybutton.stopped,Lbutton.started,Lbutton.stopped,clearButton.started,clearButton.stopped,exitButton.started,exitButton.stopped,exitText.started,exitText.stopped,clearText.started,clearText.stopped,P_text.started,P_text.stopped,Q_text.started,Q_text.stopped,J_text.started,J_text.stopped,H_text.started,H_text.stopped,K_text.started,K_text.stopped,T_text.started,T_text.stopped,S_text.started,S_text.stopped,N_text.started,N_text.stopped,R_text.started,R_text.stopped,Y_text.started,Y_text.stopped,L_text.started,L_text.stopped,blankText.started,blankText.stopped,answer1.started,answer1.stopped,answer2.started,answer2.stopped,mouseBlank.x,mouseBlank.y,mouseBlank.leftButton,mouseBlank.midButton,mouseBlank.rightButton,mouseBlank.started,mouseBlank.stopped,instr_4.started,instr_4.stopped,continue_5.started,continue_5.stopped,mouse_5.started,mouse_5.stopped,instr_5.started,instr_5.stopped,continue_6.started,continue_6.stopped,mouse_6.started,mouse_6.stopped,instr_6.started,instr_6.stopped,continue_7.started,continue_7.stopped,mouse_7.started,mouse_7.stopped,sentenceText.started,sentenceText.stopped,continue_12.started,continue_12.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,mouse.stopped,participant,session,age,sex,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,4.530229285999667,None,4.530229285999667,None,0.01273306825896725,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_28_1557,RSpan,2020.2.4,59.815339525748776,
,,,,,,,,,,,,,,,,,,,5.0797928670072,None,5.0797928670072,None,0.015464650641661137,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_28_1557,RSpan,2020.2.4,59.815339525748776,
,,,,,,,,,,,,,,,,,,,,,,,,,5.26399460399989,None,5.26399460399989,None,0.01549575658282265,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_28_1557,RSpan,2020.2.4,59.815339525748776,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.430652810959145,None,5.430652810959145,None,0.01431595761096105,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_28_1557,RSpan,2020.2.4,59.815339525748776,
1,None,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.800858481961768,6.800851154956035,6.767282460001297,None,-0.36444444444444446,-0.38555555555555554,1,0,0,None,None,0,0.9307134699774906,-0.36444444444444446,-0.38555555555555554,1,0,0,0.920807980990503,exitButton,0.014237648632843047,None,[],[],[],[],[],[],[],0.014237648632843047,None,7.800190759997349,None,7.800190759997349,None,7.800190759997349,None,7.800190759997349,None,7.800190759997349,None,7.800190759997349,None,7.800190759997349,None,7.800190759997349,None,7.800190759997349,None,7.800190759997349,None,7.800190759997349,None,7.800190759997349,None,7.800190759997349,None,7.800190759997349,None,7.800190759997349,None,7.800190759997349,None,7.800190759997349,None,7.800190759997349,None,7.800190759997349,None,7.800190759997349,None,7.800190759997349,None,7.800190759997349,None,7.800190759997349,None,7.800190759997349,None,7.800190759997349,None,7.800190759997349,None,7.800190759997349,None,7.800190759997349,None,7.800190759997349,None,7.800190759997349,None,7.800190759997349,None,7.800190759997349,None,7.800190759997349,None,-0.36444444444444446,-0.38555555555555554,1,0,0,0.014237648632843047,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_28_1557,RSpan,2020.2.4,59.815339525748776,
2,None,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.717356944980565,9.717448507959489,9.700776287005283,None,-0.4111111111111111,-0.41555555555555557,1,0,0,None,None,0,0.7441092630033381,-0.28,-0.2011111111111111,1,0,0,0.20532923698192462,exitButton,0.014841998578049242,None,[],[],[],[],[],[],[],0.014841998578049242,None,10.716681743972003,None,10.716681743972003,None,10.716681743972003,None,10.716681743972003,None,10.716681743972003,None,10.716681743972003,None,10.716681743972003,None,10.716681743972003,None,10.716681743972003,None,10.716681743972003,None,10.716681743972003,None,10.716681743972003,None,10.716681743972003,None,10.716681743972003,None,10.716681743972003,None,10.716681743972003,None,10.716681743972003,None,10.716681743972003,None,10.716681743972003,None,10.716681743972003,None,10.716681743972003,None,10.716681743972003,None,10.716681743972003,None,10.716681743972003,None,10.716681743972003,None,10.716681743972003,None,10.716681743972003,None,10.716681743972003,None,10.716681743972003,None,10.716681743972003,None,10.716681743972003,None,10.716681743972003,None,10.716681743972003,None,-0.4111111111111111,-0.41555555555555557,1,0,0,0.014841998578049242,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_28_1557,RSpan,2020.2.4,59.815339525748776,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.450463467976078,None,11.450463467976078,None,0.014707776252180338,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_28_1557,RSpan,2020.2.4,59.815339525748776,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.950569354987238,None,12.950569354987238,None,0.015316650562454015,None,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_28_1557,RSpan,2020.2.4,59.815339525748776,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.684098926954903,None,13.684098926954903,None,0.014200886653270572,None,,,,,,,,,,,,,,001,,,2021_Aug_28_1557,RSpan,2020.2.4,59.815339525748776,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.050859051989391,None,14.050859051989391,None,-0.3322222222222222,-0.3,1,0,0,0.4108196640154347,0.00972745823673904,None,,,,,,,,,
