FirstLetter,SecondLetter,ID,sentence,CorrectResp,practiceLoop.thisRepN,practiceLoop.thisTrialN,practiceLoop.thisN,practiceLoop.thisIndex,practiceSentence.thisRepN,practiceSentence.thisTrialN,practiceSentence.thisN,practiceSentence.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,sentenceTrial.thisRepN,sentenceTrial.thisTrialN,sentenceTrial.thisN,sentenceTrial.thisIndex,introScreen.started,introScreen.stopped,responseIndicator1.started,responseIndicator1.stopped,mouse_1.started,mouse_1.stopped,instr_1.started,instr_1.stopped,continue_2.started,continue_2.stopped,mouse_2.started,mouse_2.stopped,instr_2.started,instr_2.stopped,continue_3.started,continue_3.stopped,mouse_3.started,mouse_3.stopped,instr_3.started,instr_3.stopped,continue_4.started,continue_4.stopped,mouse_4.started,mouse_4.stopped,letterAppear.started,letterAppear.stopped,letterAppear_2.started,letterAppear_2.stopped,mouseClear.x,mouseClear.y,mouseClear.leftButton,mouseClear.midButton,mouseClear.rightButton,mouseClear.started,mouseClear.stopped,mouseExit.x,mouseExit.y,mouseExit.leftButton,mouseExit.midButton,mouseExit.rightButton,mouseExit.time,mouseExit.clicked_name,mouseExit.started,mouseExit.stopped,mouse1.x,mouse1.y,mouse1.leftButton,mouse1.midButton,mouse1.rightButton,mouse1.time,mouse1.clicked_name,mouse1.started,mouse1.stopped,blankButton.started,blankButton.stopped,gatherResponseText.started,gatherResponseText.stopped,Fbutton.started,Fbutton.stopped,F_text.started,F_text.stopped,Pbutton.started,Pbutton.stopped,Qbutton.started,Qbutton.stopped,Jbutton.started,Jbutton.stopped,Hbutton.started,Hbutton.stopped,Kbutton.started,Kbutton.stopped,Tbutton.started,Tbutton.stopped,Sbutton.started,Sbutton.stopped,Nbutton.started,Nbutton.stopped,Rbutton.started,Rbutton.stopped,Ybutton.started,Ybutton.stopped,Lbutton.started,Lbutton.stopped,clearButton.started,clearButton.stopped,exitButton.started,exitButton.stopped,exitText.started,exitText.stopped,clearText.started,clearText.stopped,P_text.started,P_text.stopped,Q_text.started,Q_text.stopped,J_text.started,J_text.stopped,H_text.started,H_text.stopped,K_text.started,K_text.stopped,T_text.started,T_text.stopped,S_text.started,S_text.stopped,N_text.started,N_text.stopped,R_text.started,R_text.stopped,Y_text.started,Y_text.stopped,L_text.started,L_text.stopped,blankText.started,blankText.stopped,answer1.started,answer1.stopped,answer2.started,answer2.stopped,mouseBlank.x,mouseBlank.y,mouseBlank.leftButton,mouseBlank.midButton,mouseBlank.rightButton,mouseBlank.started,mouseBlank.stopped,instr_4.started,instr_4.stopped,continue_5.started,continue_5.stopped,mouse_5.started,mouse_5.stopped,instr_5.started,instr_5.stopped,continue_6.started,continue_6.stopped,mouse_6.started,mouse_6.stopped,instr_6.started,instr_6.stopped,continue_7.started,continue_7.stopped,mouse_7.started,mouse_7.stopped,sentenceText.started,sentenceText.stopped,continue_12.started,continue_12.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,mouse.stopped,text_3.started,text_3.stopped,routineTime,senseText.started,senseText.stopped,trueButton.started,trueButton.stopped,trueText.started,trueText.stopped,falseButton.started,falseButton.stopped,falseText.started,falseText.stopped,mouse12.x,mouse12.y,mouse12.leftButton,mouse12.midButton,mouse12.rightButton,mouse12.time,mouse12.clicked_name,mouse12.started,mouse12.stopped,sentenceFeedback2.started,sentenceFeedback2.stopped,correctSentence,totalCorrectSentence,instr_7.started,instr_7.stopped,continue_8.started,continue_8.stopped,mouse_8.started,mouse_8.stopped,instr_8.started,instr_8.stopped,continue_9.started,continue_9.stopped,mouse_9.started,mouse_9.stopped,instr_9.started,instr_9.stopped,continue_10.started,continue_10.stopped,mouse_10.started,mouse_10.stopped,instr_10.started,instr_10.stopped,continue_11.started,continue_11.stopped,mouse_11.started,mouse_11.stopped,sentenceText2.started,sentenceText2.stopped,mouse_12.x,mouse_12.y,mouse_12.leftButton,mouse_12.midButton,mouse_12.rightButton,mouse_12.started,mouse_12.stopped,continue_13.started,continue_13.stopped,text.started,text.stopped,totalCorrectSentenceTrial,correctSentenceTrial,senseText_2.started,senseText_2.stopped,trueButton_2.started,trueButton_2.stopped,trueText_2.started,trueText_2.stopped,falseButton_2.started,falseButton_2.stopped,falseText_2.started,falseText_2.stopped,mouse12_2.x,mouse12_2.y,mouse12_2.leftButton,mouse12_2.midButton,mouse12_2.rightButton,mouse12_2.time,mouse12_2.clicked_name,mouse12_2.started,mouse12_2.stopped,participant,session,age,sex,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,9.19117661600103,None,9.19117661600103,None,0.008031874403968686,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_29_1138,RSpan,2020.2.4,60.02985764986503,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11.574476957001025,None,11.574476957001025,None,0.013043781797023257,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_29_1138,RSpan,2020.2.4,60.02985764986503,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.740870007000922,None,11.740870007000922,None,0.014181839800585294,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_29_1138,RSpan,2020.2.4,60.02985764986503,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.973940116000449,None,11.973940116000449,None,0.01439307179680327,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_29_1138,RSpan,2020.2.4,60.02985764986503,
1,None,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.274165074002667,13.274063807002676,13.240528500002256,None,-0.47,-0.38222222222222224,1,0,0,None,None,-0.47,-0.38222222222222224,1,0,0,0.5526039590004075,exitButton,0.013930641798651777,None,[],[],[],[],[],[],[],0.013930641798651777,None,14.273903384000732,None,14.273903384000732,None,14.273903384000732,None,14.273903384000732,None,14.273903384000732,None,14.273903384000732,None,14.273903384000732,None,14.273903384000732,None,14.273903384000732,None,14.273903384000732,None,14.273903384000732,None,14.273903384000732,None,14.273903384000732,None,14.273903384000732,None,14.273903384000732,None,14.273903384000732,None,14.273903384000732,None,14.273903384000732,None,14.273903384000732,None,14.273903384000732,None,14.273903384000732,None,14.273903384000732,None,14.273903384000732,None,14.273903384000732,None,14.273903384000732,None,14.273903384000732,None,14.273903384000732,None,14.273903384000732,None,14.273903384000732,None,14.273903384000732,None,14.273903384000732,None,14.273903384000732,None,14.273903384000732,None,-0.47,-0.38222222222222224,1,0,0,0.013930641798651777,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_29_1138,RSpan,2020.2.4,60.02985764986503,
2,None,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.823878110000805,15.824123742000666,15.806978217002325,None,-0.43777777777777777,-0.40555555555555556,1,0,0,None,None,-0.43777777777777777,-0.40555555555555556,1,0,0,0.28763245300069684,exitButton,0.014585238801373634,None,[],[],[],[],[],[],[],0.014585238801373634,None,16.82333008400019,None,16.82333008400019,None,16.82333008400019,None,16.82333008400019,None,16.82333008400019,None,16.82333008400019,None,16.82333008400019,None,16.82333008400019,None,16.82333008400019,None,16.82333008400019,None,16.82333008400019,None,16.82333008400019,None,16.82333008400019,None,16.82333008400019,None,16.82333008400019,None,16.82333008400019,None,16.82333008400019,None,16.82333008400019,None,16.82333008400019,None,16.82333008400019,None,16.82333008400019,None,16.82333008400019,None,16.82333008400019,None,16.82333008400019,None,16.82333008400019,None,16.82333008400019,None,16.82333008400019,None,16.82333008400019,None,16.82333008400019,None,16.82333008400019,None,16.82333008400019,None,16.82333008400019,None,16.82333008400019,None,-0.43777777777777777,-0.40555555555555556,1,0,0,0.014585238801373634,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_29_1138,RSpan,2020.2.4,60.02985764986503,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.108387492000475,None,17.108387492000475,None,0.010800702602864476,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_29_1138,RSpan,2020.2.4,60.02985764986503,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.64119657000265,None,17.64119657000265,None,0.013038197797868634,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_29_1138,RSpan,2020.2.4,60.02985764986503,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.80704740500005,None,17.80704740500005,None,0.014100255801167805,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_29_1138,RSpan,2020.2.4,60.02985764986503,
,,1,Andy was stopped by the policeman because he crossed the yellow heaven.   ,correct,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.008771271001024,None,18.008771271001024,None,-0.34444444444444444,-0.3188888888888889,1,0,0,0.3305491030005214,0.011252046602749033,None,18.008771271001024,None,0.5297596839991456,18.357462784002564,None,18.357462784002564,None,18.357462784002564,None,18.357462784002564,None,18.357462784002564,None,-0.2,-0.22444444444444445,1,0,0,0.5294971090006584,trueButton,0.009804250796150882,None,18.88991103600347,None,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_29_1138,RSpan,2020.2.4,60.02985764986503,
