FirstLetter,SecondLetter,ID,sentence,CorrectResp,practiceLoop.thisRepN,practiceLoop.thisTrialN,practiceLoop.thisN,practiceLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,introScreen.started,introScreen.stopped,responseIndicator1.started,responseIndicator1.stopped,mouse_1.started,mouse_1.stopped,instr_1.started,instr_1.stopped,continue_2.started,continue_2.stopped,mouse_2.started,mouse_2.stopped,instr_2.started,instr_2.stopped,continue_3.started,continue_3.stopped,mouse_3.started,mouse_3.stopped,instr_3.started,instr_3.stopped,continue_4.started,continue_4.stopped,mouse_4.started,mouse_4.stopped,letterAppear.started,letterAppear.stopped,letterAppear_2.started,letterAppear_2.stopped,mouseClear.x,mouseClear.y,mouseClear.leftButton,mouseClear.midButton,mouseClear.rightButton,mouseClear.started,mouseClear.stopped,correctLettersPractice,routineTime,mouseExit.x,mouseExit.y,mouseExit.leftButton,mouseExit.midButton,mouseExit.rightButton,mouseExit.time,mouseExit.clicked_name,mouseExit.started,mouseExit.stopped,mouse1.x,mouse1.y,mouse1.leftButton,mouse1.midButton,mouse1.rightButton,mouse1.time,mouse1.clicked_name,mouse1.started,mouse1.stopped,blankButton.started,blankButton.stopped,gatherResponseText.started,gatherResponseText.stopped,Fbutton.started,Fbutton.stopped,F_text.started,F_text.stopped,Pbutton.started,Pbutton.stopped,Qbutton.started,Qbutton.stopped,Jbutton.started,Jbutton.stopped,Hbutton.started,Hbutton.stopped,Kbutton.started,Kbutton.stopped,Tbutton.started,Tbutton.stopped,Sbutton.started,Sbutton.stopped,Nbutton.started,Nbutton.stopped,Rbutton.started,Rbutton.stopped,Ybutton.started,Ybutton.stopped,Lbutton.started,Lbutton.stopped,clearButton.started,clearButton.stopped,exitButton.started,exitButton.stopped,exitText.started,exitText.stopped,clearText.started,clearText.stopped,P_text.started,P_text.stopped,Q_text.started,Q_text.stopped,J_text.started,J_text.stopped,H_text.started,H_text.stopped,K_text.started,K_text.stopped,T_text.started,T_text.stopped,S_text.started,S_text.stopped,N_text.started,N_text.stopped,R_text.started,R_text.stopped,Y_text.started,Y_text.stopped,L_text.started,L_text.stopped,blankText.started,blankText.stopped,answer1.started,answer1.stopped,answer2.started,answer2.stopped,mouseBlank.x,mouseBlank.y,mouseBlank.leftButton,mouseBlank.midButton,mouseBlank.rightButton,mouseBlank.started,mouseBlank.stopped,instr_4.started,instr_4.stopped,continue_5.started,continue_5.stopped,mouse_5.started,mouse_5.stopped,instr_5.started,instr_5.stopped,continue_6.started,continue_6.stopped,mouse_6.started,mouse_6.stopped,instr_6.started,instr_6.stopped,continue_7.started,continue_7.stopped,mouse_7.started,mouse_7.stopped,sentenceText.started,sentenceText.stopped,continue_12.started,continue_12.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,mouse.stopped,correct,senseText.started,senseText.stopped,trueButton.started,trueButton.stopped,trueText.started,trueText.stopped,falseButton.started,falseButton.stopped,falseText.started,falseText.stopped,mouse12.x,mouse12.y,mouse12.leftButton,mouse12.midButton,mouse12.rightButton,mouse12.time,mouse12.clicked_name,mouse12.started,mouse12.stopped,sentenceFeedback2.started,sentenceFeedback2.stopped,instr_7.started,instr_7.stopped,continue_8.started,continue_8.stopped,mouse_8.started,mouse_8.stopped,instr_8.started,instr_8.stopped,continue_9.started,continue_9.stopped,mouse_9.started,mouse_9.stopped,instr_9.started,instr_9.stopped,continue_10.started,continue_10.stopped,mouse_10.started,mouse_10.stopped,instr_10.started,instr_10.stopped,continue_11.started,continue_11.stopped,mouse_11.started,mouse_11.stopped,sentenceText2.started,sentenceText2.stopped,mouse_12.x,mouse_12.y,mouse_12.leftButton,mouse_12.midButton,mouse_12.rightButton,mouse_12.started,mouse_12.stopped,continue_13.started,continue_13.stopped,text.started,text.stopped,participant,session,age,sex,date,expName,psychopyVersion,frameRate,
,,2,During winter you can get a room at the beach for a very low rate.,incorrect,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7162775399992825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.842453459998069,None,15.842453459998069,None,-0.051111111111111114,-0.1711111111111111,1,0,0,0.07318825300171738,0.003017912298673764,None,0,15.925962646000698,None,15.925962646000698,None,15.925962646000698,None,15.925962646000698,None,15.925962646000698,None,-0.051111111111111114,-0.1711111111111111,1,0,0,0.26386531200114405,trueButton,0.011225689300772501,None,16.64156409000134,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_29_1046,RSpan,2020.2.4,59.95615514372759,
,,3,People in our town are more giving and cheerful at Christmas time. ,correct,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4184530500024266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.65877292300138,None,17.65877292300138,None,-0.22111111111111112,-0.23444444444444446,1,0,0,0.20522656500179437,0.004426795301696984,None,1,17.859775624998292,None,17.859775624998292,None,17.859775624998292,None,17.859775624998292,None,17.859775624998292,None,-0.22111111111111112,-0.23444444444444446,1,0,0,0.41803682200043113,trueButton,0.012497562296630349,None,18.291714486000274,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_29_1046,RSpan,2020.2.4,59.95615514372759,
,,4,"During the week of final spaghetti, I felt like I was losing my mind.",incorrect,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18095866800285876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.308572474998073,None,19.308572474998073,None,-0.22111111111111112,-0.23444444444444446,1,0,0,0.08754874199803453,0.0012970463030796964,None,0,19.393715332000284,None,19.393715332000284,None,19.393715332000284,None,19.393715332000284,None,19.393715332000284,None,-0.22111111111111112,-0.23444444444444446,1,0,0,0.18074868499752483,trueButton,0.011762619298679056,None,19.576278303000436,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_29_1046,RSpan,2020.2.4,59.95615514372759,
,,5,"After final exams are over, we'll be able to take a well-deserved rest. ",correct,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5833589590001793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.60939377500108,None,20.60939377500108,None,-0.22111111111111112,-0.23444444444444446,1,0,0,0.2088881890012999,0.006107371300458908,None,1,20.809839498000656,None,20.809839498000656,None,20.809839498000656,None,20.809839498000656,None,20.809839498000656,None,-0.22111111111111112,-0.23555555555555555,1,0,0,0.5830070570009411,trueButton,0.011737230302969692,None,21.408225942999707,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_29_1046,RSpan,2020.2.4,59.95615514372759,
,,6,"After a hard day at the office, Bill often stops at the club to relax. ",correct,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2499295239977073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.42548262800119,None,22.42548262800119,None,-0.21888888888888888,-0.23666666666666666,1,0,0,0.022464359000878176,0.0022863673002575524,None,1,22.44262840800002,None,22.44262840800002,None,22.44262840800002,None,22.44262840800002,None,22.44262840800002,None,-0.21888888888888888,-0.23666666666666666,1,0,0,0.24953978899793583,trueButton,0.011567974303034134,None,22.6935450029996,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_29_1046,RSpan,2020.2.4,59.95615514372759,
,,7,"No matter how much we talk to him, he is never going to change.",correct,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44765005499721156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.708545548000984,None,23.708545548000984,None,-0.21888888888888888,-0.23666666666666666,1,0,0,0.2217661169997882,0.003092865303187864,None,1,23.9257701610004,None,23.9257701610004,None,23.9257701610004,None,23.9257701610004,None,23.9257701610004,None,-0.21888888888888888,-0.23666666666666666,1,0,0,0.4473977620000369,trueButton,0.011140269300085492,None,24.375618844998826,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_29_1046,RSpan,2020.2.4,59.95615514372759,
,,8,The prosecutor's dish was lost because it was not based on fact. ,incorrect,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2011010919995897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.39199615599864,None,25.39199615599864,None,-0.21777777777777776,-0.23777777777777778,1,0,0,0.10652574800042203,0.0042824593001569156,None,0,25.4922809339987,None,25.4922809339987,None,25.4922809339987,None,25.4922809339987,None,25.4922809339987,None,-0.21777777777777776,-0.23777777777777778,1,0,0,0.20084619000044768,trueButton,0.013344695300474996,None,25.70841218699934,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_29_1046,RSpan,2020.2.4,59.95615514372759,
,,9,Every now and then I catch myself swimming blankly at the wall.,incorrect,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20172284900036175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.724766381001245,None,26.724766381001245,None,-0.21777777777777776,-0.23777777777777778,1,0,0,0.021506476998183643,0.0022405663003155496,None,0,26.745041103000403,None,26.745041103000403,None,26.745041103000403,None,26.745041103000403,None,26.745041103000403,None,-0.21777777777777776,-0.23777777777777778,1,0,0,0.20137274199805688,trueButton,0.010993031301040901,None,26.95844988599856,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_29_1046,RSpan,2020.2.4,59.95615514372759,
,,10,We were fifty lawns out at sea before we lost sight of land.,incorrect,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4170900309982244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.024946752000687,None,28.024946752000687,None,-0.21777777777777776,-0.2388888888888889,1,0,0,0.06078063099994324,0.006793090200517327,None,0,28.077598800999112,None,28.077598800999112,None,28.077598800999112,None,28.077598800999112,None,28.077598800999112,None,-0.21777777777777776,-0.2388888888888889,1,0,0,0.41680230099882465,trueButton,0.011188227301317966,None,28.493629357999453,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_29_1046,RSpan,2020.2.4,59.95615514372759,
,,11,"Throughout the entire ordeal, the hostages never appeared to lose hope. ",correct,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4310182129993336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.525313979000202,None,29.525313979000202,None,-0.21777777777777776,-0.24,1,0,0,0.14057767000122112,0.0035984882997581735,None,1,29.660773553998297,None,29.660773553998297,None,29.660773553998297,None,29.660773553998297,None,29.660773553998297,None,-0.21777777777777776,-0.24,1,0,0,0.4307456029964669,trueButton,0.011195657298230799,None,30.095049127001403,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_29_1046,RSpan,2020.2.4,59.95615514372759,
,,12,Paul is afraid of heights and refuses to fly on a plane.,correct,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2169127560009656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.124823971000296,None,31.124823971000296,None,-0.21777777777777776,-0.24,1,0,0,0.25510203299927525,0.004305140300857602,None,1,31.376064558000508,None,31.376064558000508,None,31.376064558000508,None,31.376064558000508,None,31.376064558000508,None,-0.21777777777777776,-0.24,1,0,0,0.21653803200024413,trueButton,0.011994942302408163,None,31.592179649000173,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_29_1046,RSpan,2020.2.4,59.95615514372759,
,,13,The young pencil kept his eyes closed until he was told to look.,incorrect,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41627753200009465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.609099433000665,None,32.609099433000665,None,-0.21777777777777776,-0.2411111111111111,1,0,0,0.1060312410008919,0.004036392299894942,None,0,32.70964428500156,None,32.70964428500156,None,32.70964428500156,None,32.70964428500156,None,32.70964428500156,None,-0.21777777777777776,-0.2411111111111111,1,0,0,0.4159559489999083,trueButton,0.011493043304653838,None,33.14257809599803,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_29_1046,RSpan,2020.2.4,59.95615514372759,
