ID,Weight,Letters,practiceLoop.thisRepN,practiceLoop.thisTrialN,practiceLoop.thisN,practiceLoop.thisIndex,introScreen.started,introScreen.stopped,responseIndicator1.started,responseIndicator1.stopped,mouse_1.started,mouse_1.stopped,instr_1.started,instr_1.stopped,continue_2.started,continue_2.stopped,mouse_2.started,mouse_2.stopped,instr_2.started,instr_2.stopped,continue_3.started,continue_3.stopped,mouse_3.started,mouse_3.stopped,instr_3.started,instr_3.stopped,continue_4.started,continue_4.stopped,mouse_4.started,mouse_4.stopped,letterAppear.started,letterAppear.stopped,mouseClear.x,mouseClear.y,mouseClear.leftButton,mouseClear.midButton,mouseClear.rightButton,mouseClear.started,mouseClear.stopped,mouseExit.x,mouseExit.y,mouseExit.leftButton,mouseExit.midButton,mouseExit.rightButton,mouseExit.time,mouseExit.clicked_name,mouseExit.started,mouseExit.stopped,mouse1.x,mouse1.y,mouse1.leftButton,mouse1.midButton,mouse1.rightButton,mouse1.time,mouse1.clicked_name,mouse1.started,mouse1.stopped,blankButton.started,blankButton.stopped,gatherResponseText.started,gatherResponseText.stopped,Fbutton.started,Fbutton.stopped,F_text.started,F_text.stopped,Pbutton.started,Pbutton.stopped,Qbutton.started,Qbutton.stopped,Jbutton.started,Jbutton.stopped,Hbutton.started,Hbutton.stopped,Kbutton.started,Kbutton.stopped,Tbutton.started,Tbutton.stopped,Sbutton.started,Sbutton.stopped,Nbutton.started,Nbutton.stopped,Rbutton.started,Rbutton.stopped,Ybutton.started,Ybutton.stopped,Lbutton.started,Lbutton.stopped,clearButton.started,clearButton.stopped,exitButton.started,exitButton.stopped,exitText.started,exitText.stopped,clearText.started,clearText.stopped,P_text.started,P_text.stopped,Q_text.started,Q_text.stopped,J_text.started,J_text.stopped,H_text.started,H_text.stopped,K_text.started,K_text.stopped,T_text.started,T_text.stopped,S_text.started,S_text.stopped,N_text.started,N_text.stopped,R_text.started,R_text.stopped,Y_text.started,Y_text.stopped,L_text.started,L_text.stopped,blankText.started,blankText.stopped,answer1.started,answer1.stopped,answer2.started,answer2.stopped,mouseBlank.x,mouseBlank.y,mouseBlank.leftButton,mouseBlank.midButton,mouseBlank.rightButton,mouseBlank.started,mouseBlank.stopped,instr_4.started,instr_4.stopped,continue_5.started,continue_5.stopped,mouse_5.started,mouse_5.stopped,instr_5.started,instr_5.stopped,continue_6.started,continue_6.stopped,mouse_6.started,mouse_6.stopped,instr_6.started,instr_6.stopped,continue_7.started,continue_7.stopped,mouse_7.started,mouse_7.stopped,participant,session,age,sex,date,expName,psychopyVersion,frameRate,
,,,,,,,4.9719331780215725,None,4.9719331780215725,None,0.015894762298557907,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_28_1227,RSpan,2020.2.4,60.423403581764354,
,,,,,,,,,,,,,5.271405776031315,None,5.271405776031315,None,0.014914354134816676,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_28_1227,RSpan,2020.2.4,60.423403581764354,
,,,,,,,,,,,,,,,,,,,5.538561406021472,None,5.538561406021472,None,0.013914666138589382,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_28_1227,RSpan,2020.2.4,60.423403581764354,
,,,,,,,,,,,,,,,,,,,,,,,,,5.854697500995826,None,5.854697500995826,None,0.015474602114409208,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_28_1227,RSpan,2020.2.4,60.423403581764354,
4,1,J,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,6.221899593016133,None,-0.38333333333333336,-0.39111111111111113,1,0,0,None,None,-0.2922222222222222,-0.035555555555555556,1,0,0,1.9085604090359993,exitButton,0.014985717076342553,None,[],[],[],[],[],[],[],0.014985717076342553,None,7.237270580022596,None,7.237270580022596,None,7.237270580022596,None,7.237270580022596,None,7.237270580022596,None,7.237270580022596,None,7.237270580022596,None,7.237270580022596,None,7.237270580022596,None,7.237270580022596,None,7.237270580022596,None,7.237270580022596,None,7.237270580022596,None,7.237270580022596,None,7.237270580022596,None,7.237270580022596,None,7.237270580022596,None,7.237270580022596,None,7.237270580022596,None,7.237270580022596,None,7.237270580022596,None,7.237270580022596,None,7.237270580022596,None,7.237270580022596,None,7.237270580022596,None,7.237270580022596,None,7.237270580022596,None,7.237270580022596,None,7.237270580022596,None,7.237270580022596,None,7.237270580022596,None,7.237270580022596,None,7.237270580022596,None,-0.38333333333333336,-0.39111111111111113,1,0,0,0.014985717076342553,None,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_28_1227,RSpan,2020.2.4,60.423403581764354,
12,1,L,0,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,21.07498369103996,None,-0.3711111111111111,-0.37777777777777777,1,0,0,None,None,-0.3711111111111111,-0.37777777777777777,1,0,0,1.5052984219510108,exitButton,0.015480877133086324,None,[],[],[],[],[],[],[],0.015480877133086324,None,22.091824441042263,None,22.091824441042263,None,22.091824441042263,None,22.091824441042263,None,22.091824441042263,None,22.091824441042263,None,22.091824441042263,None,22.091824441042263,None,22.091824441042263,None,22.091824441042263,None,22.091824441042263,None,22.091824441042263,None,22.091824441042263,None,22.091824441042263,None,22.091824441042263,None,22.091824441042263,None,22.091824441042263,None,22.091824441042263,None,22.091824441042263,None,22.091824441042263,None,22.091824441042263,None,22.091824441042263,None,22.091824441042263,None,22.091824441042263,None,22.091824441042263,None,22.091824441042263,None,22.091824441042263,None,22.091824441042263,None,22.091824441042263,None,22.091824441042263,None,22.091824441042263,None,22.091824441042263,None,22.091824441042263,None,-0.3711111111111111,-0.37777777777777777,1,0,0,0.015480877133086324,None,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_28_1227,RSpan,2020.2.4,60.423403581764354,
9,1,N,0,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,,23.609336416004226,None,-0.3711111111111111,-0.38666666666666666,1,0,0,None,None,-0.3711111111111111,-0.38666666666666666,1,0,0,0.27073349501006305,exitButton,0.015267668175511062,None,[],[],[],[],[],[],[],0.015267668175511062,None,24.625362918013707,None,24.625362918013707,None,24.625362918013707,None,24.625362918013707,None,24.625362918013707,None,24.625362918013707,None,24.625362918013707,None,24.625362918013707,None,24.625362918013707,None,24.625362918013707,None,24.625362918013707,None,24.625362918013707,None,24.625362918013707,None,24.625362918013707,None,24.625362918013707,None,24.625362918013707,None,24.625362918013707,None,24.625362918013707,None,24.625362918013707,None,24.625362918013707,None,24.625362918013707,None,24.625362918013707,None,24.625362918013707,None,24.625362918013707,None,24.625362918013707,None,24.625362918013707,None,24.625362918013707,None,24.625362918013707,None,24.625362918013707,None,24.625362918013707,None,24.625362918013707,None,24.625362918013707,None,24.625362918013707,None,-0.3711111111111111,-0.38666666666666666,1,0,0,0.015267668175511062,None,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_28_1227,RSpan,2020.2.4,60.423403581764354,
1,1,F,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,24.908111642987933,None,-0.3711111111111111,-0.38666666666666666,1,0,0,None,None,-0.3711111111111111,-0.38666666666666666,1,0,0,0.2666946389945224,exitButton,0.01547362410929054,None,[],[],[],[],[],[],[],0.01547362410929054,None,25.924816696031485,None,25.924816696031485,None,25.924816696031485,None,25.924816696031485,None,25.924816696031485,None,25.924816696031485,None,25.924816696031485,None,25.924816696031485,None,25.924816696031485,None,25.924816696031485,None,25.924816696031485,None,25.924816696031485,None,25.924816696031485,None,25.924816696031485,None,25.924816696031485,None,25.924816696031485,None,25.924816696031485,None,25.924816696031485,None,25.924816696031485,None,25.924816696031485,None,25.924816696031485,None,25.924816696031485,None,25.924816696031485,None,25.924816696031485,None,25.924816696031485,None,25.924816696031485,None,25.924816696031485,None,25.924816696031485,None,25.924816696031485,None,25.924816696031485,None,25.924816696031485,None,25.924816696031485,None,25.924816696031485,None,-0.3711111111111111,-0.38666666666666666,1,0,0,0.01547362410929054,None,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_28_1227,RSpan,2020.2.4,60.423403581764354,
6,1,K,0,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,26.19120620400645,None,-0.3711111111111111,-0.38666666666666666,1,0,0,None,None,-0.3711111111111111,-0.38666666666666666,1,0,0,0.2683284740196541,exitButton,0.014847623067907989,None,[],[],[],[],[],[],[],0.014847623067907989,None,27.20824528601952,None,27.20824528601952,None,27.20824528601952,None,27.20824528601952,None,27.20824528601952,None,27.20824528601952,None,27.20824528601952,None,27.20824528601952,None,27.20824528601952,None,27.20824528601952,None,27.20824528601952,None,27.20824528601952,None,27.20824528601952,None,27.20824528601952,None,27.20824528601952,None,27.20824528601952,None,27.20824528601952,None,27.20824528601952,None,27.20824528601952,None,27.20824528601952,None,27.20824528601952,None,27.20824528601952,None,27.20824528601952,None,27.20824528601952,None,27.20824528601952,None,27.20824528601952,None,27.20824528601952,None,27.20824528601952,None,27.20824528601952,None,27.20824528601952,None,27.20824528601952,None,27.20824528601952,None,27.20824528601952,None,-0.3711111111111111,-0.38666666666666666,1,0,0,0.014847623067907989,None,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_28_1227,RSpan,2020.2.4,60.423403581764354,
2,1,P,0,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,27.474130141024943,None,-0.37,-0.38666666666666666,1,0,0,None,None,-0.37,-0.38666666666666666,1,0,0,0.2729774690233171,exitButton,0.015262925124261528,None,[],[],[],[],[],[],[],0.015262925124261528,None,28.49220126,None,28.49220126,None,28.49220126,None,28.49220126,None,28.49220126,None,28.49220126,None,28.49220126,None,28.49220126,None,28.49220126,None,28.49220126,None,28.49220126,None,28.49220126,None,28.49220126,None,28.49220126,None,28.49220126,None,28.49220126,None,28.49220126,None,28.49220126,None,28.49220126,None,28.49220126,None,28.49220126,None,28.49220126,None,28.49220126,None,28.49220126,None,28.49220126,None,28.49220126,None,28.49220126,None,28.49220126,None,28.49220126,None,28.49220126,None,28.49220126,None,28.49220126,None,28.49220126,None,-0.37,-0.38666666666666666,1,0,0,0.015262925124261528,None,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_28_1227,RSpan,2020.2.4,60.423403581764354,
