FirstLetter,SecondLetter,practiceLoop.thisRepN,practiceLoop.thisTrialN,practiceLoop.thisN,practiceLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ID,Weight,sentence,CorrectResp,introScreen.started,introScreen.stopped,responseIndicator1.started,responseIndicator1.stopped,mouse_1.started,mouse_1.stopped,instr_1.started,instr_1.stopped,continue_2.started,continue_2.stopped,mouse_2.started,mouse_2.stopped,instr_2.started,instr_2.stopped,continue_3.started,continue_3.stopped,mouse_3.started,mouse_3.stopped,instr_3.started,instr_3.stopped,continue_4.started,continue_4.stopped,mouse_4.started,mouse_4.stopped,letterAppear.started,letterAppear.stopped,letterAppear_2.started,letterAppear_2.stopped,mouseClear.x,mouseClear.y,mouseClear.leftButton,mouseClear.midButton,mouseClear.rightButton,mouseClear.started,mouseClear.stopped,correct,routineTime,mouseExit.x,mouseExit.y,mouseExit.leftButton,mouseExit.midButton,mouseExit.rightButton,mouseExit.time,mouseExit.clicked_name,mouseExit.started,mouseExit.stopped,mouse1.x,mouse1.y,mouse1.leftButton,mouse1.midButton,mouse1.rightButton,mouse1.time,mouse1.clicked_name,mouse1.started,mouse1.stopped,blankButton.started,blankButton.stopped,gatherResponseText.started,gatherResponseText.stopped,Fbutton.started,Fbutton.stopped,F_text.started,F_text.stopped,Pbutton.started,Pbutton.stopped,Qbutton.started,Qbutton.stopped,Jbutton.started,Jbutton.stopped,Hbutton.started,Hbutton.stopped,Kbutton.started,Kbutton.stopped,Tbutton.started,Tbutton.stopped,Sbutton.started,Sbutton.stopped,Nbutton.started,Nbutton.stopped,Rbutton.started,Rbutton.stopped,Ybutton.started,Ybutton.stopped,Lbutton.started,Lbutton.stopped,clearButton.started,clearButton.stopped,exitButton.started,exitButton.stopped,exitText.started,exitText.stopped,clearText.started,clearText.stopped,P_text.started,P_text.stopped,Q_text.started,Q_text.stopped,J_text.started,J_text.stopped,H_text.started,H_text.stopped,K_text.started,K_text.stopped,T_text.started,T_text.stopped,S_text.started,S_text.stopped,N_text.started,N_text.stopped,R_text.started,R_text.stopped,Y_text.started,Y_text.stopped,L_text.started,L_text.stopped,blankText.started,blankText.stopped,answer1.started,answer1.stopped,answer2.started,answer2.stopped,mouseBlank.x,mouseBlank.y,mouseBlank.leftButton,mouseBlank.midButton,mouseBlank.rightButton,mouseBlank.started,mouseBlank.stopped,instr_4.started,instr_4.stopped,continue_5.started,continue_5.stopped,mouse_5.started,mouse_5.stopped,instr_5.started,instr_5.stopped,continue_6.started,continue_6.stopped,mouse_6.started,mouse_6.stopped,instr_6.started,instr_6.stopped,continue_7.started,continue_7.stopped,mouse_7.started,mouse_7.stopped,sentenceText.started,sentenceText.stopped,continue_12.started,continue_12.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,mouse.stopped,participant,session,age,sex,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,4.619301547994837,None,4.619301547994837,None,0.014149368100333959,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_28_1451,RSpan,2020.2.4,60.18232018217518,
,,,,,,,,,,,,,,,,,,,,4.904082613997161,None,4.904082613997161,None,0.014306893048342317,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_28_1451,RSpan,2020.2.4,60.18232018217518,
,,,,,,,,,,,,,,,,,,,,,,,,,,5.136391034000553,None,5.136391034000553,None,0.015436954039614648,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_28_1451,RSpan,2020.2.4,60.18232018217518,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.320855293015484,None,5.320855293015484,None,0.01411819102941081,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_28_1451,RSpan,2020.2.4,60.18232018217518,
1,None,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.336837266979273,7.336857644026168,7.303620178019628,None,-0.35333333333333333,-0.4066666666666667,1,0,0,None,None,0,1.148750517051667,-0.24555555555555555,0.09666666666666666,1,0,0,0.3545255159842782,exitButton,0.01421445602318272,None,[],[],[],[],[],[],[],0.01421445602318272,None,8.336303126008715,None,8.336303126008715,None,8.336303126008715,None,8.336303126008715,None,8.336303126008715,None,8.336303126008715,None,8.336303126008715,None,8.336303126008715,None,8.336303126008715,None,8.336303126008715,None,8.336303126008715,None,8.336303126008715,None,8.336303126008715,None,8.336303126008715,None,8.336303126008715,None,8.336303126008715,None,8.336303126008715,None,8.336303126008715,None,8.336303126008715,None,8.336303126008715,None,8.336303126008715,None,8.336303126008715,None,8.336303126008715,None,8.336303126008715,None,8.336303126008715,None,8.336303126008715,None,8.336303126008715,None,8.336303126008715,None,8.336303126008715,None,8.336303126008715,None,8.336303126008715,None,8.336303126008715,None,8.336303126008715,None,-0.35333333333333333,-0.4066666666666667,1,0,0,0.01421445602318272,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_28_1451,RSpan,2020.2.4,60.18232018217518,
2,None,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.47059043002082,10.4703661929816,10.45376143901376,None,-0.35444444444444445,-0.40555555555555556,1,0,0,None,None,0,0.4457445900188759,-0.35444444444444445,-0.40555555555555556,1,0,0,0.4362245289958082,exitButton,0.014882487012073398,None,[],[],[],[],[],[],[],0.014882487012073398,None,11.470027706003748,None,11.470027706003748,None,11.470027706003748,None,11.470027706003748,None,11.470027706003748,None,11.470027706003748,None,11.470027706003748,None,11.470027706003748,None,11.470027706003748,None,11.470027706003748,None,11.470027706003748,None,11.470027706003748,None,11.470027706003748,None,11.470027706003748,None,11.470027706003748,None,11.470027706003748,None,11.470027706003748,None,11.470027706003748,None,11.470027706003748,None,11.470027706003748,None,11.470027706003748,None,11.470027706003748,None,11.470027706003748,None,11.470027706003748,None,11.470027706003748,None,11.470027706003748,None,11.470027706003748,None,11.470027706003748,None,11.470027706003748,None,11.470027706003748,None,11.470027706003748,None,11.470027706003748,None,11.470027706003748,None,-0.35444444444444445,-0.40555555555555556,1,0,0,0.014882487012073398,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_28_1451,RSpan,2020.2.4,60.18232018217518,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.919577832974028,None,11.919577832974028,None,0.009184412017930299,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_28_1451,RSpan,2020.2.4,60.18232018217518,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.60412416397594,None,12.60412416397594,None,0.013645092956721783,None,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_28_1451,RSpan,2020.2.4,60.18232018217518,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.836048180004582,None,12.836048180004582,None,0.015375368006061763,None,,,,,,,,,,,,,,001,,,2021_Aug_28_1451,RSpan,2020.2.4,60.18232018217518,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.302918636007234,None,13.302918636007234,None,-0.33,-0.35888888888888887,1,0,0,0.5459084920003079,0.009420553978998214,None,,,,,,,,,
