ID,Weight,Letters,practiceLoop.thisRepN,practiceLoop.thisTrialN,practiceLoop.thisN,practiceLoop.thisIndex,introScreen.started,introScreen.stopped,responseIndicator1.started,responseIndicator1.stopped,mouse_1.started,mouse_1.stopped,instr_1.started,instr_1.stopped,continue_2.started,continue_2.stopped,mouse_2.started,mouse_2.stopped,instr_2.started,instr_2.stopped,continue_3.started,continue_3.stopped,mouse_3.started,mouse_3.stopped,instr_3.started,instr_3.stopped,continue_4.started,continue_4.stopped,mouse_4.started,mouse_4.stopped,letterAppear.started,letterAppear.stopped,letterAppear_2.started,letterAppear_2.stopped,mouseClear.x,mouseClear.y,mouseClear.leftButton,mouseClear.midButton,mouseClear.rightButton,mouseClear.started,mouseClear.stopped,correct,routineTime,mouseExit.x,mouseExit.y,mouseExit.leftButton,mouseExit.midButton,mouseExit.rightButton,mouseExit.time,mouseExit.clicked_name,mouseExit.started,mouseExit.stopped,mouse1.x,mouse1.y,mouse1.leftButton,mouse1.midButton,mouse1.rightButton,mouse1.time,mouse1.clicked_name,mouse1.started,mouse1.stopped,blankButton.started,blankButton.stopped,gatherResponseText.started,gatherResponseText.stopped,Fbutton.started,Fbutton.stopped,F_text.started,F_text.stopped,Pbutton.started,Pbutton.stopped,Qbutton.started,Qbutton.stopped,Jbutton.started,Jbutton.stopped,Hbutton.started,Hbutton.stopped,Kbutton.started,Kbutton.stopped,Tbutton.started,Tbutton.stopped,Sbutton.started,Sbutton.stopped,Nbutton.started,Nbutton.stopped,Rbutton.started,Rbutton.stopped,Ybutton.started,Ybutton.stopped,Lbutton.started,Lbutton.stopped,clearButton.started,clearButton.stopped,exitButton.started,exitButton.stopped,exitText.started,exitText.stopped,clearText.started,clearText.stopped,P_text.started,P_text.stopped,Q_text.started,Q_text.stopped,J_text.started,J_text.stopped,H_text.started,H_text.stopped,K_text.started,K_text.stopped,T_text.started,T_text.stopped,S_text.started,S_text.stopped,N_text.started,N_text.stopped,R_text.started,R_text.stopped,Y_text.started,Y_text.stopped,L_text.started,L_text.stopped,blankText.started,blankText.stopped,answer1.started,answer1.stopped,answer2.started,answer2.stopped,mouseBlank.x,mouseBlank.y,mouseBlank.leftButton,mouseBlank.midButton,mouseBlank.rightButton,mouseBlank.started,mouseBlank.stopped,participant,session,age,sex,date,expName,psychopyVersion,frameRate,
,,,,,,,4.835607814020477,None,4.835607814020477,None,0.015560446074232459,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_28_1429,RSpan,2020.2.4,59.951107824281145,
,,,,,,,,,,,,,5.086341041023843,None,5.086341041023843,None,0.01396936405217275,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_28_1429,RSpan,2020.2.4,59.951107824281145,
,,,,,,,,,,,,,,,,,,,5.33944067498669,None,5.33944067498669,None,0.014860343013424426,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_28_1429,RSpan,2020.2.4,59.951107824281145,
,,,,,,,,,,,,,,,,,,,,,,,,,5.685689002973959,None,5.685689002973959,None,0.014239022973924875,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2021_Aug_28_1429,RSpan,2020.2.4,59.951107824281145,
2,1,P,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,6.170870146015659,7.171676168974955,7.1544525229837745,None,-0.37777777777777777,-0.39666666666666667,1,0,0,None,None,0,1.9959341299836524,-0.37777777777777777,-0.39666666666666667,1,0,0,1.9859944420168176,exitButton,0.0142278490238823,None,[],[],[],[],[],[],[],0.0142278490238823,None,8.187612690031528,None,8.187612690031528,None,8.187612690031528,None,8.187612690031528,None,8.187612690031528,None,8.187612690031528,None,8.187612690031528,None,8.187612690031528,None,8.187612690031528,None,8.187612690031528,None,8.187612690031528,None,8.187612690031528,None,8.187612690031528,None,8.187612690031528,None,8.187612690031528,None,8.187612690031528,None,8.187612690031528,None,8.187612690031528,None,8.187612690031528,None,8.187612690031528,None,8.187612690031528,None,8.187612690031528,None,8.187612690031528,None,8.187612690031528,None,8.187612690031528,None,8.187612690031528,None,8.187612690031528,None,8.187612690031528,None,8.187612690031528,None,8.187612690031528,None,8.187612690031528,None,8.187612690031528,None,8.187612690031528,None,-0.37777777777777777,-0.39666666666666667,1,0,0,0.0142278490238823,None,,001,,,2021_Aug_28_1429,RSpan,2020.2.4,59.951107824281145,
9,1,N,0,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,10.171703248983249,11.171577451983467,11.15498838701751,None,-0.37666666666666665,-0.3933333333333333,1,0,0,None,None,0,0.3786199879832566,-0.37666666666666665,-0.3933333333333333,1,0,0,0.3686196699854918,exitButton,0.01461343199480325,None,[],[],[],[],[],[],[],0.01461343199480325,None,12.171255361987278,None,12.171255361987278,None,12.171255361987278,None,12.171255361987278,None,12.171255361987278,None,12.171255361987278,None,12.171255361987278,None,12.171255361987278,None,12.171255361987278,None,12.171255361987278,None,12.171255361987278,None,12.171255361987278,None,12.171255361987278,None,12.171255361987278,None,12.171255361987278,None,12.171255361987278,None,12.171255361987278,None,12.171255361987278,None,12.171255361987278,None,12.171255361987278,None,12.171255361987278,None,12.171255361987278,None,12.171255361987278,None,12.171255361987278,None,12.171255361987278,None,12.171255361987278,None,12.171255361987278,None,12.171255361987278,None,12.171255361987278,None,12.171255361987278,None,12.171255361987278,None,12.171255361987278,None,12.171255361987278,None,-0.37666666666666665,-0.3933333333333333,1,0,0,0.01461343199480325,None,,001,,,2021_Aug_28_1429,RSpan,2020.2.4,59.951107824281145,
6,1,K,0,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,12.53921757498756,13.55511713703163,13.52144943701569,None,-0.37666666666666665,-0.3933333333333333,1,0,0,None,None,0,0.44820483797229826,-0.37666666666666665,-0.3933333333333333,1,0,0,0.43833115801680833,exitButton,0.014692520955577493,None,[],[],[],[],[],[],[],0.014692520955577493,None,14.538454925001133,None,14.538454925001133,None,14.538454925001133,None,14.538454925001133,None,14.538454925001133,None,14.538454925001133,None,14.538454925001133,None,14.538454925001133,None,14.538454925001133,None,14.538454925001133,None,14.538454925001133,None,14.538454925001133,None,14.538454925001133,None,14.538454925001133,None,14.538454925001133,None,14.538454925001133,None,14.538454925001133,None,14.538454925001133,None,14.538454925001133,None,14.538454925001133,None,14.538454925001133,None,14.538454925001133,None,14.538454925001133,None,14.538454925001133,None,14.538454925001133,None,14.538454925001133,None,14.538454925001133,None,14.538454925001133,None,14.538454925001133,None,14.538454925001133,None,14.538454925001133,None,14.538454925001133,None,14.538454925001133,None,-0.37666666666666665,-0.3933333333333333,1,0,0,0.014692520955577493,None,,001,,,2021_Aug_28_1429,RSpan,2020.2.4,59.951107824281145,
1,1,F,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,14.988680525973905,16.004543106013443,15.970986069994979,None,-0.37666666666666665,-0.3933333333333333,1,0,0,None,None,0,0.5124977710074745,-0.37666666666666665,-0.3933333333333333,1,0,0,0.5023677089484408,exitButton,0.014619749039411545,None,[],[],[],[],[],[],[],0.014619749039411545,None,16.987050567986444,None,16.987050567986444,None,16.987050567986444,None,16.987050567986444,None,16.987050567986444,None,16.987050567986444,None,16.987050567986444,None,16.987050567986444,None,16.987050567986444,None,16.987050567986444,None,16.987050567986444,None,16.987050567986444,None,16.987050567986444,None,16.987050567986444,None,16.987050567986444,None,16.987050567986444,None,16.987050567986444,None,16.987050567986444,None,16.987050567986444,None,16.987050567986444,None,16.987050567986444,None,16.987050567986444,None,16.987050567986444,None,16.987050567986444,None,16.987050567986444,None,16.987050567986444,None,16.987050567986444,None,16.987050567986444,None,16.987050567986444,None,16.987050567986444,None,16.987050567986444,None,16.987050567986444,None,16.987050567986444,None,-0.37666666666666665,-0.3933333333333333,1,0,0,0.014619749039411545,None,,001,,,2021_Aug_28_1429,RSpan,2020.2.4,59.951107824281145,
5,1,H,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,17.50491482001962,18.504927390022203,18.471301739977207,None,-0.37666666666666665,-0.3933333333333333,1,0,0,None,None,0,0.34877790202153847,-0.37666666666666665,-0.3933333333333333,1,0,0,0.33887493395013735,exitButton,0.014649088028818369,None,[],[],[],[],[],[],[],0.014649088028818369,None,19.487767521990463,None,19.487767521990463,None,19.487767521990463,None,19.487767521990463,None,19.487767521990463,None,19.487767521990463,None,19.487767521990463,None,19.487767521990463,None,19.487767521990463,None,19.487767521990463,None,19.487767521990463,None,19.487767521990463,None,19.487767521990463,None,19.487767521990463,None,19.487767521990463,None,19.487767521990463,None,19.487767521990463,None,19.487767521990463,None,19.487767521990463,None,19.487767521990463,None,19.487767521990463,None,19.487767521990463,None,19.487767521990463,None,19.487767521990463,None,19.487767521990463,None,19.487767521990463,None,19.487767521990463,None,19.487767521990463,None,19.487767521990463,None,19.487767521990463,None,19.487767521990463,None,19.487767521990463,None,19.487767521990463,None,-0.37666666666666665,-0.3933333333333333,1,0,0,0.014649088028818369,None,,001,,,2021_Aug_28_1429,RSpan,2020.2.4,59.951107824281145,
8,1,S,0,5,5,7,,,,,,,,,,,,,,,,,,,,,,,,,19.83839439699659,20.838100149005186,20.82155785302166,None,-0.37666666666666665,-0.3933333333333333,1,0,0,None,None,0,0.2481530939694494,-0.37666666666666665,-0.3933333333333333,1,0,0,0.23828014300670475,exitButton,0.014684349996969104,None,[],[],[],[],[],[],[],0.014684349996969104,None,21.83835870702751,None,21.83835870702751,None,21.83835870702751,None,21.83835870702751,None,21.83835870702751,None,21.83835870702751,None,21.83835870702751,None,21.83835870702751,None,21.83835870702751,None,21.83835870702751,None,21.83835870702751,None,21.83835870702751,None,21.83835870702751,None,21.83835870702751,None,21.83835870702751,None,21.83835870702751,None,21.83835870702751,None,21.83835870702751,None,21.83835870702751,None,21.83835870702751,None,21.83835870702751,None,21.83835870702751,None,21.83835870702751,None,21.83835870702751,None,21.83835870702751,None,21.83835870702751,None,21.83835870702751,None,21.83835870702751,None,21.83835870702751,None,21.83835870702751,None,21.83835870702751,None,21.83835870702751,None,21.83835870702751,None,-0.37666666666666665,-0.3933333333333333,1,0,0,0.014684349996969104,None,,001,,,2021_Aug_28_1429,RSpan,2020.2.4,59.951107824281145,
